用户id,订单量,商品种类数,商品数量,用户长度,复购次数
10979,46,21,58,361,25
1098,16,13,36,283,3
10980,27,9,38,364,18
10981,1,1,2,61,
10982,2,2,2,81,0
10983,3,3,4,203,0
10984,4,1,6,42,3
10985,17,9,21,333,8
10986,28,4,35,365,24
10987,25,5,31,360,20
10988,31,14,31,356,17
10989,20,14,36,317,6
1099,2,2,2,88,0
10990,1,1,1,22,
10991,1,1,1,44,
10992,3,2,3,134,1
10993,2,2,3,20,0
10994,15,10,19,276,5
10995,9,5,9,338,4
10996,2,1,2,157,1
10997,51,8,66,308,43
10998,7,6,13,290,1
10999,9,4,9,356,5
11,36,25,53,328,11
110,10,5,19,317,5
1100,2,1,2,140,1
11000,18,10,22,362,8
11001,3,3,3,122,0
11002,5,4,12,315,1
11003,13,9,17,271,4
11004,21,8,30,347,13
11005,1,1,1,27,
11006,2,1,2,99,1
11007,19,11,21,317,8
11008,3,3,3,159,0
11009,7,5,17,336,2
1101,28,10,36,218,18
11010,3,3,5,60,0
11011,4,1,4,247,3
11012,1,1,1,87,
11013,3,3,3,19,0
11014,2,2,2,75,0
11015,1,1,2,79,
11016,5,5,7,89,0
11017,11,8,18,321,3
11018,2,2,2,2,0
11019,2,2,2,8,0
1102,1,1,3,46,
11020,3,2,3,48,1
11021,2,2,2,38,0
11022,8,3,8,365,5
11023,15,10,26,354,5
11024,7,6,9,193,1
11025,6,2,8,184,4
11026,4,4,4,241,0
11027,3,3,3,187,0
11028,2,2,2,66,0
11029,10,3,11,218,7
1103,19,14,22,355,5
11030,12,4,12,361,8
11031,19,11,31,317,8
11032,38,13,52,320,25
11033,3,2,6,153,1
11034,6,4,9,314,2
11035,4,4,5,110,0
11036,20,17,40,317,3
11037,3,1,6,58,2
11038,2,2,4,35,0
11039,26,10,26,355,16
1104,8,7,20,116,1
11040,1,1,2,24,
11041,3,3,3,144,0
11042,4,2,9,317,2
11043,10,6,10,98,4
11044,21,8,31,294,13
11045,8,4,8,140,4
11046,5,4,5,143,1
11047,3,3,6,39,0
11048,6,6,7,152,0
11049,2,2,2,116,0
1105,3,3,3,333,0
11050,5,4,5,81,1
11051,1,1,1,55,
11052,1,1,1,2,
11053,9,4,22,177,5
11054,5,4,7,188,1
11055,1,1,1,17,
11056,3,2,3,170,1
11057,1,1,1,6,
11058,36,17,56,320,19
11059,8,4,12,154,4
1106,3,3,5,173,0
11060,21,15,27,318,6
11061,1,1,1,12,
11062,2,2,2,66,0
11063,2,1,2,81,1
11064,4,4,4,66,0
11065,1,1,2,68,
11066,15,5,16,334,10
11067,8,7,8,329,1
11068,4,4,4,73,0
11069,13,6,13,282,7
1107,1,1,1,14,
11070,15,15,16,217,0
11071,15,7,38,247,8
11072,5,2,12,338,3
11073,32,8,41,364,24
11074,4,4,4,56,0
11075,6,5,7,156,1
11076,3,3,3,80,0
11077,3,2,3,147,1
11078,5,5,6,280,0
11079,1,1,1,50,
1108,1,1,1,87,
11080,3,3,3,261,0
11081,28,15,44,353,13
11082,4,3,4,150,1
11083,10,6,15,181,4
11084,2,2,3,11,0
11085,8,4,19,324,4
11086,24,6,31,364,18
11087,4,3,4,251,1
11088,2,2,2,70,0
11089,3,1,3,133,2
1109,2,2,3,233,0
11090,49,21,102,350,28
11091,31,16,32,358,15
11092,6,2,6,364,4
11093,18,8,100,259,10
11094,15,10,20,266,5
11095,2,2,3,298,0
11096,3,3,3,250,0
11097,9,5,9,179,4
11098,3,3,15,326,0
11099,1,1,6,44,
111,23,15,46,342,8
1110,11,8,35,336,3
11100,4,3,8,75,1
11101,2,2,2,7,0
11102,2,2,4,325,0
11103,3,3,3,76,0
11104,4,4,5,323,0
11105,1,1,1,68,
11106,11,6,16,160,5
11107,12,4,14,350,8
11108,6,5,9,113,1
11109,5,5,5,124,0
1111,2,1,2,30,1
11110,17,14,21,260,3
11111,11,7,20,165,4
11112,2,2,8,54,0
11113,2,2,2,35,0
11114,2,2,2,149,0
11115,12,9,13,254,3
11116,5,4,13,196,1
11117,3,3,3,9,0
11118,2,2,2,163,0
11119,10,9,11,208,1
1112,4,2,4,145,2
11120,5,5,6,211,0
11121,22,16,22,346,6
11122,5,4,9,140,1
11123,7,6,10,112,1
11124,3,3,4,56,0
11125,3,2,3,47,1
11126,1,1,1,49,
11127,10,8,10,288,2
11128,3,2,3,11,1
11129,2,2,2,75,0
1113,15,9,15,364,6
11130,3,3,3,181,0
11131,14,7,15,188,7
11132,7,6,9,247,1
11133,14,9,23,354,5
11134,9,5,9,109,4
11135,1,1,1,30,
11136,9,7,9,340,2
11137,1,1,2,82,
11138,5,5,5,134,0
11139,25,10,34,351,15
1114,1,1,1,22,
11140,33,11,41,343,22
11141,4,3,4,204,1
11142,3,2,5,119,1
11143,3,3,5,50,0
11144,35,18,60,362,17
11145,10,6,10,249,4
11146,14,11,20,362,3
11147,23,13,61,251,10
11148,15,8,42,250,7
11149,6,4,6,322,2
1115,9,4,10,334,5
11150,4,4,6,263,0
11151,7,4,7,347,3
11152,2,2,2,18,0
11153,3,2,3,52,1
11154,18,9,23,227,9
11155,18,15,41,351,3
11156,20,12,21,354,8
11157,12,10,18,103,2
11158,30,18,35,360,12
11159,3,1,3,175,2
1116,2,1,2,69,1
11160,11,5,12,342,6
11161,10,6,15,317,4
11162,11,8,13,317,3
11163,1,1,1,8,
11164,1,1,1,54,
11165,1,1,1,86,
11166,7,5,18,262,2
11167,13,13,18,246,0
11168,1,1,1,39,
11169,1,1,1,49,
1117,54,22,80,339,32
11170,13,8,24,198,5
11171,1,1,2,17,
11172,1,1,1,34,
11173,18,13,24,253,5
11174,26,23,30,357,3
11175,11,7,34,342,4
11176,9,9,9,324,0
11177,4,3,4,307,1
11178,1,1,1,7,
11179,3,2,3,85,1
1118,26,9,48,318,17
11180,1,1,1,48,
11181,3,3,3,139,0
11182,4,2,5,96,2
11183,2,2,3,135,0
11184,2,2,2,71,0
11185,1,1,2,31,
11186,3,1,4,332,2
11187,1,1,1,11,
11188,13,5,13,364,8
11189,7,7,9,355,0
1119,27,8,31,357,19
11190,1,1,1,18,
11191,2,2,3,21,0
11192,5,3,6,79,2
11193,1,1,1,36,
11194,2,1,2,74,1
11195,4,3,14,267,1
11196,3,2,3,40,1
11197,6,5,6,211,1
11198,4,4,4,258,0
11199,5,4,7,207,1
112,4,3,5,225,1
1120,4,3,4,125,1
11200,1,1,1,51,
11201,8,4,8,334,4
11202,3,3,15,83,0
11203,5,5,5,93,0
11204,24,11,34,340,13
11205,6,6,9,140,0
11206,8,6,8,351,2
11207,16,9,17,255,7
11208,12,11,16,247,1
11209,1,1,1,34,
1121,6,2,10,158,4
11210,10,6,10,107,4
11211,3,1,3,140,2
11212,18,12,32,342,6
11213,12,1,12,352,11
11214,10,6,14,356,4
11215,12,9,13,291,3
11216,1,1,2,17,
11217,1,1,1,44,
11218,1,1,1,80,
11219,1,1,1,28,
1122,7,4,13,343,3
11220,3,2,3,22,1
11221,1,1,1,73,
11222,1,1,1,3,
11223,2,1,2,174,1
11224,4,2,5,171,2
11225,1,1,1,77,
11226,10,6,11,251,4
11227,3,2,5,54,1
11228,5,4,5,147,1
11229,3,3,3,59,0
1123,1,1,1,32,
11230,11,4,15,342,7
11231,8,8,10,320,0
11232,20,16,43,286,4
11233,1,1,1,68,
11234,19,6,37,356,13
11235,1,1,1,20,
11236,3,2,4,85,1
11237,17,6,22,352,11
11238,1,1,4,22,
11239,4,3,4,109,1
1124,6,4,9,120,2
11240,1,1,1,2,
11241,6,2,6,287,4
11242,16,6,21,301,10
11243,3,3,4,349,0
11244,2,1,3,42,1
11245,5,2,9,216,3
11246,8,6,9,350,2
11247,5,4,5,187,1
11248,15,7,19,197,8
11249,3,3,4,53,0
1125,18,6,33,311,12
11250,17,5,33,365,12
11251,4,2,5,161,2
11252,3,3,3,247,0
11253,14,5,15,353,9
11254,14,8,16,356,6
11255,10,3,16,205,7
11256,1,1,2,41,
11257,1,1,1,10,
11258,1,1,1,43,
11259,12,5,12,347,7
1126,1,1,1,81,
11260,7,6,8,305,1
11261,3,2,6,180,1
11262,5,4,6,284,1
11263,29,23,42,306,6
11264,4,3,4,363,1
11265,23,19,24,355,4
11266,2,2,4,287,0
11267,10,6,12,360,4
11268,1,1,1,51,
11269,1,1,4,20,
1127,1,1,2,80,
11270,13,10,17,344,3
11271,2,2,2,156,0
11272,1,1,1,57,
11273,1,1,1,46,
11274,1,1,4,20,
11275,6,6,6,110,0
11276,6,4,11,171,2
11277,9,6,9,337,3
11278,10,9,14,364,1
11279,4,3,4,183,1
1128,9,4,9,340,5
11280,42,25,49,364,17
11281,6,2,6,105,4
11282,9,9,9,150,0
11283,12,8,28,331,4
11284,1,1,3,42,
11285,1,1,1,13,
11286,11,7,16,276,4
11287,1,1,20,74,
11288,1,1,1,10,
11289,3,3,3,20,0
1129,4,2,5,317,2
11290,1,1,1,85,
11291,16,5,19,236,11
11292,2,2,2,48,0
11293,4,3,4,271,1
11294,3,3,3,115,0
11295,12,8,14,147,4
11296,3,3,3,42,0
11297,3,3,3,221,0
11298,2,2,4,48,0
11299,1,1,1,76,
113,12,11,14,318,1
1130,15,6,20,83,9
11300,5,5,7,83,0
11301,11,7,14,311,4
11302,11,5,14,365,6
11303,26,12,29,327,14
11304,5,5,9,171,0
11305,1,1,1,27,
11306,14,13,20,196,1
11307,26,12,65,363,14
11308,4,2,4,45,2
11309,3,1,3,55,2
1131,4,3,5,29,1
11310,7,5,7,323,2
11311,5,3,8,337,2
11312,3,2,3,28,1
11313,17,14,21,338,3
11314,17,9,19,346,8
11315,6,3,16,192,3
11316,3,1,3,61,2
11317,2,2,3,15,0
11318,2,1,2,148,1
11319,7,5,7,327,2
1132,3,3,3,193,0
11320,3,3,3,340,0
11321,13,8,13,306,5
11322,6,6,9,56,0
11323,11,6,28,266,5
11324,1,1,4,20,
11325,5,5,10,316,0
11326,7,7,8,179,0
11327,3,1,3,32,2
11328,4,3,8,344,1
11329,3,2,4,227,1
1133,3,3,3,41,0
11330,4,3,5,54,1
11331,11,7,11,316,4
11332,4,4,4,84,0
11333,6,3,6,346,3
11334,2,2,2,157,0
11335,1,1,2,21,
11336,6,6,8,315,0
11337,3,3,3,130,0
11338,15,14,47,295,1
11339,6,4,6,307,2
1134,6,5,8,197,1
11340,5,5,12,98,0
11341,8,7,11,79,1
11342,3,2,9,180,1
11343,8,7,19,340,1
11344,9,7,10,326,2
11345,4,3,4,322,1
11346,3,3,18,163,0
11347,10,6,11,284,4
11348,1,1,1,35,
11349,3,3,4,22,0
1135,5,3,5,171,2
11350,3,3,3,178,0
11351,6,3,7,140,3
11352,4,4,4,29,0
11353,2,2,4,28,0
11354,1,1,1,15,
11355,4,4,4,50,0
11356,11,3,19,334,8
11357,21,13,29,188,8
11358,10,9,22,171,1
11359,4,4,7,79,0
1136,4,3,4,177,1
11360,27,20,33,324,7
11361,3,3,3,110,0
11362,17,9,26,354,8
11363,10,6,11,306,4
11364,11,8,14,243,3
11365,11,5,15,90,6
11366,4,3,5,205,1
11367,20,6,27,333,14
11368,4,1,5,77,3
11369,5,4,5,40,1
1137,5,4,9,208,1
11370,4,3,5,62,1
11371,13,6,15,266,7
11372,5,3,9,137,2
11373,15,5,15,192,10
11374,12,5,16,234,7
11375,1,1,1,54,
11376,3,2,5,90,1
11377,2,2,3,6,0
11378,12,3,12,332,9
11379,9,5,13,359,4
1138,1,1,1,31,
11380,31,8,65,362,23
11381,4,3,6,172,1
11382,4,3,4,181,1
11383,1,1,1,39,
11384,16,15,17,346,1
11385,8,8,30,56,0
11386,42,27,53,351,15
11387,1,1,1,16,
11388,5,5,10,27,0
11389,103,40,215,343,63
1139,29,11,51,341,18
11390,10,5,15,215,5
11391,1,1,1,35,
11392,1,1,1,35,
11393,6,5,6,336,1
11394,13,9,23,351,4
11395,5,4,5,267,1
11396,8,4,8,72,4
11397,3,3,4,114,0
11398,1,1,1,46,
11399,2,1,4,34,1
114,3,2,3,30,1
1140,47,25,74,354,22
11400,11,4,21,356,7
11401,40,21,41,319,19
11402,1,1,1,10,
11403,4,1,5,168,3
11404,7,5,42,315,2
11405,1,1,1,7,
11406,3,2,6,177,1
11407,4,4,5,327,0
11408,20,5,24,345,15
11409,1,1,1,43,
1141,16,10,16,299,6
11410,2,2,5,364,0
11411,1,1,1,76,
11412,11,6,11,194,5
11413,11,8,12,183,3
11414,8,6,8,171,2
11415,3,1,4,118,2
11416,2,1,2,53,1
11417,1,1,1,77,
11418,6,3,7,113,3
11419,47,10,59,353,37
1142,42,35,61,352,7
11420,5,4,6,207,1
11421,10,7,13,274,3
11422,30,11,33,339,19
11423,14,8,25,362,6
11424,1,1,1,43,
11425,1,1,1,20,
11426,1,1,1,57,
11427,8,5,8,351,3
11428,1,1,1,19,
11429,22,13,23,294,9
1143,3,3,5,31,0
11430,2,1,2,61,1
11431,23,8,30,360,15
11432,3,1,3,85,2
11433,10,4,14,353,6
11434,2,2,2,322,0
11435,5,4,6,116,1
11436,1,1,1,16,
11437,2,2,2,171,0
11438,1,1,1,51,
11439,27,13,45,347,14
1144,3,2,3,199,1
11440,2,2,2,51,0
11441,4,4,5,346,0
11442,11,9,14,326,2
11443,1,1,1,24,
11444,13,4,15,339,9
11445,3,3,3,60,0
11446,19,10,20,274,9
11447,14,9,14,343,5
11448,7,7,8,170,0
11449,9,8,20,325,1
1145,8,6,23,337,2
11450,7,4,7,147,3
11451,1,1,2,42,
11452,10,3,14,161,7
11453,1,1,1,67,
11454,1,1,1,82,
11455,4,4,7,41,0
11456,7,3,7,175,4
11457,2,2,2,56,0
11458,5,3,8,314,2
11459,3,2,3,47,1
1146,2,2,2,20,0
11460,1,1,1,24,
11461,6,5,6,185,1
11462,9,5,9,338,4
11463,2,2,4,329,0
11464,4,3,5,163,1
11465,11,11,12,332,0
11466,4,4,4,158,0
11467,1,1,1,8,
11468,3,3,3,90,0
11469,17,5,25,363,12
1147,6,2,6,163,4
11470,17,15,18,297,2
11471,26,7,48,365,19
11472,11,9,14,347,2
11473,5,5,5,327,0
11474,1,1,1,85,
11475,36,26,36,355,10
11476,6,5,12,360,1
11477,15,7,31,352,8
11478,30,23,36,256,7
11479,1,1,1,18,
1148,5,5,5,32,0
11480,2,2,8,94,0
11481,1,1,2,36,
11482,2,2,2,171,0
11483,2,2,2,78,0
11484,5,2,5,29,3
11485,2,2,2,17,0
11486,2,2,2,38,0
11487,3,3,7,171,0
11488,1,1,2,73,
11489,4,4,4,33,0
1149,5,3,5,262,2
11490,26,13,34,343,13
11491,13,4,13,353,9
11492,6,1,6,332,5
11493,1,1,1,28,
11494,8,7,13,185,1
11495,2,2,2,8,0
11496,3,3,5,215,0
11497,13,8,20,281,5
11498,1,1,1,17,
11499,12,11,18,318,1
115,12,8,21,333,4
1150,5,5,5,82,0
11500,1,1,1,86,
11501,2,1,2,269,1
11502,3,3,3,64,0
11503,2,2,2,21,0
11504,6,6,9,289,0
11505,1,1,1,80,
11506,1,1,1,33,
11507,8,8,12,181,0
11508,18,11,30,301,7
11509,30,12,31,300,18
1151,2,2,2,71,0
11510,13,9,21,317,4
11511,2,2,10,61,0
11512,2,1,4,27,1
11513,1,1,17,48,
11514,6,3,6,23,3
11515,7,7,7,278,0
11516,5,3,5,72,2
11517,1,1,1,63,
11518,8,2,8,255,6
11519,9,6,16,192,3
1152,12,5,12,249,7
11520,46,31,67,358,15
11521,12,6,16,265,6
11522,12,9,13,318,3
11523,27,16,35,328,11
11524,9,8,10,287,1
11525,14,12,23,331,2
11526,12,2,27,349,10
11527,1,1,1,11,
11528,5,5,9,80,0
11529,12,6,19,343,6
1153,1,1,1,46,
11530,14,6,14,352,8
11531,2,2,2,62,0
11532,10,5,11,181,5
11533,1,1,1,77,
11534,5,3,6,142,2
11535,5,5,6,118,0
11536,6,4,12,204,2
11537,1,1,6,40,
11538,14,8,15,248,6
11539,9,8,14,347,1
1154,1,1,1,64,
11540,8,4,8,249,4
11541,16,9,19,360,7
11542,1,1,1,26,
11543,28,15,37,336,13
11544,13,12,19,357,1
11545,2,2,2,83,0
11546,18,7,38,203,11
11547,1,1,1,16,
11548,1,1,1,21,
11549,4,4,4,301,0
1155,28,7,47,358,21
11550,16,13,16,199,3
11551,23,20,49,327,3
11552,12,7,13,150,5
11553,29,10,63,363,19
11554,6,4,8,270,2
11555,1,1,1,43,
11556,12,9,14,294,3
11557,9,6,12,169,3
11558,12,11,33,22,1
11559,7,6,10,214,1
1156,11,5,13,348,6
11560,2,2,3,37,0
11561,4,2,8,76,2
11562,26,12,26,352,14
11563,7,5,8,198,2
11564,3,2,3,182,1
11565,10,10,11,338,0
11566,2,1,2,48,1
11567,5,5,5,135,0
11568,5,4,6,233,1
11569,6,1,6,317,5
1157,10,2,12,265,8
11570,7,3,9,178,4
11571,1,1,2,44,
11572,4,3,4,152,1
11573,5,5,5,170,0
11574,4,3,4,222,1
11575,1,1,1,58,
11576,6,4,10,75,2
11577,22,15,32,363,7
11578,2,2,2,45,0
11579,7,2,12,322,5
1158,18,8,31,349,10
11580,8,6,9,112,2
11581,7,1,9,323,6
11582,11,8,11,355,3
11583,4,1,5,200,3
11584,4,4,4,190,0
11585,1,1,1,6,
11586,1,1,1,19,
11587,12,4,19,360,8
11588,4,3,4,84,1
11589,8,4,32,361,4
1159,2,2,2,140,0
11590,5,3,15,170,2
11591,1,1,1,75,
11592,6,4,9,340,2
11593,4,3,4,118,1
11594,4,3,4,185,1
11595,4,4,4,176,0
11596,4,4,24,159,0
11597,14,6,43,258,8
11598,9,6,9,331,3
11599,5,1,9,166,4
116,1,1,1,22,
1160,5,5,6,300,0
11600,1,1,2,15,
11601,8,3,8,351,5
11602,2,2,2,171,0
11603,1,1,1,72,
11604,7,4,11,70,3
11605,6,4,8,42,2
11606,23,15,33,354,8
11607,1,1,1,67,
11608,2,1,2,79,1
11609,4,4,4,78,0
1161,1,1,1,62,
11610,6,3,6,361,3
11611,7,6,10,193,1
11612,15,11,19,301,4
11613,1,1,2,20,
11614,9,4,9,324,5
11615,2,2,2,68,0
11616,1,1,1,29,
11617,11,6,11,364,5
11618,18,9,32,270,9
11619,6,4,11,171,2
1162,4,4,5,4,0
11620,2,2,2,229,0
11621,22,5,24,334,17
11622,12,9,22,343,3
11623,2,2,4,121,0
11624,7,5,14,243,2
11625,23,16,24,272,7
11626,3,3,17,195,0
11627,49,17,61,352,32
11628,17,11,38,351,6
11629,5,3,6,129,2
1163,10,7,10,121,3
11630,3,2,6,166,1
11631,11,5,21,253,6
11632,2,2,2,146,0
11633,13,8,15,362,5
11634,7,7,9,129,0
11635,3,3,7,32,0
11636,2,1,10,19,1
11637,1,1,1,54,
11638,7,6,7,32,1
11639,8,3,13,142,5
1164,10,7,12,322,3
11640,6,6,9,243,0
11641,4,3,9,191,1
11642,11,9,11,282,2
11643,7,4,15,191,3
11644,3,3,3,70,0
11645,5,2,16,119,3
11646,1,1,1,17,
11647,1,1,1,17,
11648,32,18,48,364,14
11649,1,1,1,28,
1165,2,2,2,20,0
11650,1,1,1,21,
11651,6,5,13,140,1
11652,6,6,9,102,0
11653,17,11,22,357,6
11654,4,3,4,51,1
11655,6,5,15,250,1
11656,13,7,23,350,6
11657,42,14,44,351,28
11658,1,1,1,9,
11659,10,6,15,289,4
1166,1,1,1,41,
11660,1,1,1,33,
11661,5,3,5,78,2
11662,4,4,11,117,0
11663,13,9,56,349,4
11664,6,3,21,116,3
11665,7,2,7,340,5
11666,2,1,2,119,1
11667,3,3,3,259,0
11668,3,3,3,60,0
11669,1,1,4,82,
1167,1,1,2,87,
11670,1,1,1,25,
11671,8,7,8,255,1
11672,69,35,157,340,34
11673,1,1,1,73,
11674,4,3,4,52,1
11675,5,2,5,205,3
11676,9,7,12,222,2
11677,1,1,1,38,
11678,3,2,5,103,1
11679,7,6,11,208,1
1168,1,1,1,19,
11680,3,3,3,171,0
11681,1,1,1,2,
11682,7,5,7,229,2
11683,3,3,4,116,0
11684,21,10,27,278,11
11685,12,6,17,223,6
11686,2,2,2,25,0
11687,15,10,18,360,5
11688,2,2,2,89,0
11689,2,2,3,82,0
1169,3,1,3,81,2
11690,14,7,29,329,7
11691,7,7,8,171,0
11692,3,2,3,107,1
11693,8,8,13,273,0
11694,6,4,6,172,2
11695,6,6,9,12,0
11696,2,2,2,70,0
11697,18,12,19,347,6
11698,8,7,9,296,1
11699,6,5,8,316,1
117,2,2,2,59,0
1170,1,1,1,11,
11700,19,10,26,256,9
11701,14,13,18,173,1
11702,25,14,25,353,11
11703,28,13,54,359,15
11704,15,12,17,350,3
11705,13,10,13,237,3
11706,4,4,4,104,0
11707,4,4,4,261,0
11708,1,1,2,73,
11709,5,3,5,157,2
1171,1,1,1,37,
11710,14,9,17,339,5
11711,23,16,29,335,7
11712,2,2,2,205,0
11713,10,4,10,352,6
11714,6,6,7,128,0
11715,2,2,2,126,0
11716,6,2,6,329,4
11717,6,4,9,261,2
11718,1,1,1,7,
11719,6,2,8,356,4
1172,9,6,11,364,3
11720,2,2,2,12,0
11721,3,3,3,65,0
11722,2,2,3,54,0
11723,4,1,4,305,3
11724,10,4,10,336,6
11725,6,5,9,236,1
11726,12,12,25,339,0
11727,3,2,3,349,1
11728,16,9,26,351,7
11729,2,2,2,93,0
1173,5,5,7,239,0
11730,15,6,26,265,9
11731,2,2,3,83,0
11732,7,4,8,105,3
11733,3,3,3,171,0
11734,12,9,15,284,3
11735,16,5,20,162,11
11736,13,12,13,211,1
11737,12,7,15,352,5
11738,13,13,56,282,0
11739,4,4,4,79,0
1174,11,10,15,211,1
11740,4,4,4,228,0
11741,8,5,19,237,3
11742,7,5,9,175,2
11743,4,4,6,335,0
11744,2,2,3,159,0
11745,1,1,2,81,
11746,8,5,8,206,3
11747,2,2,2,12,0
11748,1,1,3,43,
11749,4,2,5,244,2
1175,9,7,11,362,2
11750,1,1,2,48,
11751,3,3,3,46,0
11752,3,3,8,356,0
11753,14,9,14,337,5
11754,2,2,2,111,0
11755,4,1,4,156,3
11756,3,3,4,31,0
11757,4,3,6,195,1
11758,1,1,1,72,
11759,9,5,11,292,4
1176,1,1,1,2,
11760,17,12,47,344,5
11761,9,9,17,171,0
11762,9,9,11,145,0
11763,1,1,1,6,
11764,1,1,1,6,
11765,6,5,6,133,1
11766,2,2,2,172,0
11767,5,2,5,142,3
11768,10,9,15,355,1
11769,6,1,6,116,5
1177,10,6,10,238,4
11770,45,19,72,339,26
11771,8,3,11,180,5
11772,7,7,11,325,0
11773,3,3,3,115,0
11774,5,5,5,141,0
11775,1,1,1,35,
11776,2,2,2,126,0
11777,5,3,5,179,2
11778,12,8,14,265,4
11779,4,4,6,157,0
1178,1,1,1,47,
11780,47,25,66,324,22
11781,13,4,23,365,9
11782,4,1,5,167,3
11783,3,3,3,140,0
11784,1,1,2,12,
11785,7,5,9,346,2
11786,1,1,4,4,
11787,15,9,15,158,6
11788,5,4,7,184,1
11789,3,2,3,77,1
1179,2,2,2,10,0
11790,1,1,2,12,
11791,4,3,33,358,1
11792,2,2,2,89,0
11793,12,8,30,306,4
11794,1,1,1,26,
11795,30,13,34,268,17
11796,6,5,7,195,1
11797,17,13,23,123,4
11798,1,1,1,13,
11799,26,7,47,359,19
118,1,1,1,26,
1180,2,2,2,21,0
11800,24,10,24,349,14
11801,7,4,8,199,3
11802,9,4,22,178,5
11803,2,2,2,138,0
11804,1,1,1,73,
11805,3,3,3,54,0
11806,16,10,21,364,6
11807,4,4,4,54,0
11808,19,15,25,234,4
11809,7,7,7,136,0
1181,11,9,15,334,2
11810,1,1,1,9,
11811,15,13,19,352,2
11812,1,1,1,42,
11813,2,2,3,66,0
11814,3,3,4,93,0
11815,19,12,40,198,7
11816,5,4,12,192,1
11817,1,1,2,63,
11818,7,5,12,172,2
11819,3,2,9,193,1
1182,2,1,4,47,1
11820,9,6,20,306,3
11821,6,5,6,192,1
11822,42,21,61,338,21
11823,2,2,12,51,0
11824,3,3,3,90,0
11825,3,3,3,114,0
11826,9,5,10,136,4
11827,14,12,27,356,2
11828,15,14,38,83,1
11829,12,9,20,317,3
1183,3,3,3,347,0
11830,10,8,11,239,2
11831,7,4,10,162,3
11832,7,4,7,159,3
11833,2,1,2,165,1
11834,8,4,16,186,4
11835,1,1,1,38,
11836,18,9,20,261,9
11837,2,2,2,34,0
11838,4,4,6,12,0
11839,3,2,4,119,1
1184,1,1,4,20,
11840,3,3,4,10,0
11841,1,1,1,40,
11842,4,3,4,55,1
11843,6,4,6,357,2
11844,12,4,14,333,8
11845,2,2,3,12,0
11846,1,1,4,63,
11847,5,4,5,75,1
11848,3,3,3,132,0
11849,14,6,19,241,8
1185,1,1,1,1,
11850,1,1,1,76,
11851,4,4,4,84,0
11852,1,1,1,27,
11853,4,3,5,72,1
11854,16,14,20,317,2
11855,5,5,7,317,0
11856,14,14,18,295,0
11857,12,11,34,302,1
11858,6,4,6,311,2
11859,7,3,11,87,4
1186,15,13,17,320,2
11860,3,1,3,289,2
11861,9,9,15,228,0
11862,3,3,3,71,0
11863,14,7,18,301,7
11864,2,2,2,70,0
11865,1,1,1,66,
11866,7,3,7,179,4
11867,2,2,2,70,0
11868,5,1,5,349,4
11869,36,23,46,327,13
1187,2,2,5,14,0
11870,9,6,9,201,3
11871,9,3,11,194,6
11872,2,2,10,61,0
11873,13,8,13,333,5
11874,2,2,2,99,0
11875,1,1,2,3,
11876,1,1,1,17,
11877,1,1,1,53,
11878,1,1,5,14,
11879,53,19,99,365,34
1188,2,2,2,115,0
11880,9,7,13,239,2
11881,16,8,18,358,8
11882,6,1,6,240,5
11883,9,5,10,365,4
11884,8,6,11,104,2
11885,6,6,19,205,0
11886,10,6,13,255,4
11887,6,5,6,362,1
11888,1,1,3,56,
11889,3,3,3,59,0
1189,8,5,11,327,3
11890,5,3,5,301,2
11891,5,5,5,12,0
11892,23,4,30,354,19
11893,20,6,20,362,14
11894,11,7,12,147,4
11895,15,9,24,341,6
11896,9,8,12,305,1
11897,4,3,4,218,1
11898,15,9,21,263,6
11899,17,9,26,233,8
119,6,6,8,328,0
1190,5,2,5,190,3
11900,5,3,6,89,2
11901,6,2,6,350,4
11902,13,5,23,356,8
11903,6,5,6,119,1
11904,1,1,5,59,
11905,5,3,6,160,2
11906,10,8,13,220,2
11907,8,4,8,171,4
11908,5,5,6,50,0
11909,8,6,11,230,2
1191,25,8,40,342,17
11910,27,10,44,365,17
11911,1,1,2,48,
11912,4,3,5,344,1
11913,2,2,3,190,0
11914,9,6,10,123,3
11915,1,1,2,37,
11916,1,1,1,56,
11917,12,3,13,365,9
11918,1,1,1,36,
11919,5,4,6,70,1
1192,12,9,14,359,3
11920,2,2,2,171,0
11921,15,8,18,320,7
11922,6,4,7,241,2
11923,24,8,28,350,16
11924,4,4,5,246,0
11925,7,6,8,137,1
11926,1,1,1,38,
11927,18,9,41,327,9
11928,17,5,34,357,12
11929,14,14,23,341,0
1193,14,6,21,254,8
11930,13,9,20,230,4
11931,8,1,9,327,7
11932,3,3,4,49,0
11933,2,2,3,67,0
11934,1,1,1,14,
11935,2,2,2,38,0
11936,14,6,20,267,8
11937,19,12,42,315,7
11938,2,2,3,76,0
11939,3,2,4,67,1
1194,4,3,5,143,1
11940,1,1,3,86,
11941,13,11,20,356,2
11942,10,7,13,328,3
11943,5,5,5,43,0
11944,4,4,6,300,0
11945,3,1,12,63,2
11946,1,1,1,23,
11947,14,9,16,317,5
11948,2,1,2,141,1
11949,11,5,18,225,6
1195,29,8,31,343,21
11950,6,2,7,206,4
11951,1,1,1,30,
11952,3,3,4,110,0
11953,7,1,8,345,6
11954,5,2,5,333,3
11955,16,12,16,346,4
11956,10,7,11,290,3
11957,2,1,3,84,1
11958,1,1,1,70,
11959,1,1,1,9,
